id,key,mode,time_signature,danceability,energy,loudness,speechiness,acousticness,instumentalness,liveness,valence,tempo
2X1Tygc4uVunRgzNkFb1mG,4,0,4,0.647,0.749,-5.056,0.42,0.29,1.19e-06,0.126,0.585,91.902
7cK7hDrE7vAesPf8xd5zmb,2,1,4,0.362,0.377,-9.713,0.0339,0.732,0.000631,0.127,0.294,137.891
359Q4gGdrQIFhRzs7J8gZu,5,0,4,0.767,0.792,-5.053,0.225,0.106,1.02e-05,0.145,0.699,119.168
4FUDWkguOUVpLRAVn5C20z,0,1,4,0.384,0.465,-8.554,0.0341,0.29,2.22e-05,0.359,0.636,131.604
7HKSWfpxHhllSmoLk9AQz8,7,1,4,0.701,0.828,-5.606,0.297,0.244,0,0.417,0.651,89.988
7pMS0byKI7V1Mpl0SlWEDq,7,1,4,0.347,0.672,-6.661,0.52,0.0118,0.000154,0.245,0.565,195.225
6BbANlpji0u8ZlqyPVMQiM,7,1,4,0.582,0.55,-8.474,0.0448,0.0122,2.77e-05,0.128,0.696,94.087
1SefvAcZtoZo22njnX2qy7,0,1,4,0.271,0.474,-9.718,0.0498,0.317,0.000489,0.097,0.362,177.907
61VRPMDzGTCMD7lg1RlaBq,5,0,4,0.734,0.533,-7.105,0.528,0.0535,0,0.094,0.269,150.742
6yh0049uUy718FUnLOP17E,1,1,4,0.925,0.568,-6.155,0.062,0.00301,1.39e-05,0.137,0.284,136.019
6lCa8pjIU9n3nVI0r62EdM,5,0,4,0.833,0.549,-7.215,0.22,0.002,2.37e-06,0.133,0.328,175.954
0kBqgeRsRdvvFqMpiCYRNg,8,0,4,0.678,0.691,-6.441,0.287,0.26,0,0.126,0.294,90.003
55bBVlWgwZ6yw5ccMkDU5j,11,1,4,0.794,0.637,-6.373,0.267,0.11,0,0.185,0.503,158.098
6wn4ysn8HVxSzVo82Xk47H,6,0,4,0.759,0.579,-7.148,0.138,0.327,0,0.0809,0.116,82.521
5uNMSSxk4ve8R7yQnUBQAT,8,0,4,0.741,0.665,-5.669,0.364,0.0513,0,0.119,0.515,147.025
3jKFDZQqYFDAMI7c4gQEdU,8,1,4,0.662,0.692,-7.119,0.344,0.0414,0,0.15,0.444,86.259
4YoN2mgVecLrqrhfrNyYM4,7,1,4,0.604,0.539,-5.29,0.17,0.00113,0,0.128,0.0875,148.458
6jQdrnnaQnoPiGgDEn0xcM,5,0,4,0.746,0.664,-4.858,0.0491,0.121,0.000256,0.127,0.447,74.989
39xaGZ9mbU8Coujwffsio6,7,0,4,0.796,0.705,-5.331,0.107,0.389,0,0.136,0.412,151.966
0cEkKU1yLAiBRa8lai4AFi,0,1,4,0.684,0.608,-6.616,0.641,0.265,0,0.131,0.363,84.766
7ihTrFX15onWzNwCHCD2w2,5,0,4,0.775,0.679,-6.376,0.167,0.071,0,0.109,0.494,76.993
6w6UBeoEKj5aOV2Z04CcVD,5,0,4,0.673,0.603,-7.051,0.169,0.0259,0,0.0469,0.28,139.978
5GaI779eVPipV1XJsyNhpj,2,1,4,0.83,0.657,-6.123,0.293,0.0377,0,0.229,0.409,156.996
3fZVaBxYP3KdkSmTEWbl1d,0,0,4,0.657,0.687,-5.318,0.445,0.207,0,0.201,0.434,83.098
6mj0tbBmZtEiZkmJr25IiX,5,0,4,0.623,0.43,-10.527,0.389,0.362,0,0.12,0.544,164.155
3P4X0Xg0YkOnmfgMZ3U7HH,5,0,4,0.802,0.735,-3.695,0.146,0.109,0,0.142,0.233,148.056
3XcnvbkurHelpe04EETr9k,1,1,4,0.718,0.455,-7.109,0.316,0.105,0,0.121,0.199,161.027
316R2o0sNz4kCKyR0DOCVj,11,0,4,0.443,0.691,-6.228,0.124,0.205,0,0.547,0.344,148.385
5XNiGICOo8gIjqhiauFYjM,7,1,4,0.457,0.799,-6.375,0.034,0.00251,0.0754,0.27,0.44,126.982
1yWGvuJTXb0FnSs2C1veBy,0,1,4,0.502,0.906,-5.936,0.0298,0.00074,0.129,0.423,0.586,99.993
7GQCiqnI9MnOvPoRYOXmI9,7,1,4,0.61,0.674,-6.46,0.0435,0.0511,8.13e-05,0.0978,0.752,110.947
1nyRuv3G94b3ggdSSdxFZy,2,1,4,0.628,0.519,-9.817,0.023,0.103,0.224,0.0867,0.612,76.984
44xFEkaC8aoZx5AyBzmrI9,9,1,3,0.127,0.504,-12.539,0.0586,0.856,0.976,0.111,0.0392,61.456
2xmUs1zrhgbxWcb4iZOqY6,10,0,4,0.74,0.91,-5.208,0.164,0.289,0.137,0.0778,0.39,153.999
26QbQ0G1GcGnna7MaYbDuM,2,0,4,0.77,0.844,-6.053,0.0412,0.139,0.0473,0.0773,0.913,145.971
6xw5oNaBt24fLQMRDDcOOQ,5,1,4,0.62,0.625,-8.178,0.0757,0.018,0.000879,0.0774,0.0629,153.83
20iykucq4850X9MMIm7PBY,7,1,4,0.569,0.414,-11.859,0.0406,0.629,0.00208,0.0971,0.0766,119.963
6dmJzZNWQQEjdCVZPVUfLn,1,0,4,0.834,0.826,-7.429,0.157,0.0429,0,0.0932,0.819,92.009
0QLPakQl42Uqxk5Opnl8WK,1,0,4,0.805,0.833,-6.73,0.12,0.0859,0,0.0578,0.703,109.076
6nVULygQqLWHxsTuk6y38N,9,1,4,0.608,0.688,-4.603,0.0745,0.374,0.000206,0.286,0.863,123.181
2iMMvwzq3AyHcE5qm85Qva,11,0,4,0.682,0.843,-5.723,0.0651,0.416,0.000108,0.157,0.729,110.374
40Usxyl5ZJ2jRR2xc5Jg9j,5,0,3,0.486,0.531,-5.213,0.0364,0.389,6.72e-05,0.0925,0.319,80.557
45RfPLtmGghma0fxUY0AiK,4,1,4,0.659,0.817,-5.7,0.0637,0.311,0.00123,0.667,0.827,91.05
10wtDVgkPDh7iMvSC1TIEw,10,0,3,0.493,0.399,-8.954,0.0341,0.198,0.783,0.15,0.618,119.647
0VdtRLmnkJdFMrYYeFuSA2,9,0,4,0.761,0.652,-6.697,0.0827,0.104,0.0789,0.108,0.606,88.664
3tZgOp5ZGB5G1qQe5f2vs0,4,0,4,0.579,0.659,-7.709,0.0357,0.144,0.000521,0.0705,0.929,182.136
1bOeYoUy9l1Fc9SC8a7gfY,0,1,4,0.684,0.388,-11.448,0.0406,0.264,0.00144,0.193,0.342,75.008
4Q0MY8Ef8oGqxr9MAnZMmz,0,1,4,0.421,0.581,-6.895,0.0362,0.0816,0.000719,0.77,0.509,115.241
5cJ438RWZw2l6zIeLfAiEi,4,1,3,0.41,0.498,-6.433,0.0346,0.137,0,0.114,0.465,144.085
2p2UFnHuxL3G2r3mnAAmeL,9,1,4,0.74,0.679,-4.244,0.0525,0.00172,2.8e-05,0.0834,0.703,127.107
0Whasuw7rNO1WI78xuCVQ0,10,1,4,0.505,0.782,-4.046,0.0362,0.01,0,0.0953,0.615,137.409
4Ztm3gnaXj8CQ5ruhO17CD,10,1,4,0.536,0.969,-2.642,0.134,0.00315,0,0.0617,0.745,163.671
1dTLgvAUytJtsBK7g1Hrtv,7,1,4,0.668,0.974,-3.976,0.0328,0.132,0,0.165,0.946,125.029
1gKrNFNYMKfk1nzut9XfnX,1,1,4,0.582,0.885,-4.124,0.0306,0.00145,0.00024,0.106,0.751,162.113
5XUCz8WRKA74lkXZX5CsZl,5,1,4,0.598,0.951,-3.821,0.0558,0.00301,4.52e-06,0.144,0.934,144.995
4q5iCQlMVQJFiYdcp0Nr7X,0,1,4,0.686,0.847,-3.749,0.0302,0.0074,3.3e-06,0.083,0.797,137.096
5EG3jd7UdBsiYlkBfbmqTx,9,1,4,0.519,0.771,-3.945,0.0291,0.0112,0,0.117,0.518,119.364
6SLrE7AaunIYx7ca4hieOn,8,1,4,0.485,0.505,-8.098,0.0258,0.00225,0.492,0.084,0.217,78.942
1Qzegwgbhwnmb1bMAYzAjZ,4,1,4,0.63,0.793,-5.835,0.0331,0.0015,0.000408,0.12,0.312,123.964
1AAF6U8krkfI2NCyok6R9T,1,1,4,0.589,0.813,-3.088,0.0252,0.0325,0,0.0904,0.59,91.983
6B68TV9sKHbpqxFK0Ue4Hh,0,1,4,0.735,0.414,-6.327,0.0289,0.11,0,0.102,0.375,131.752
1IWzaFFTjEeQOZrw4OCfIa,1,1,4,0.498,0.825,-4.45,0.0285,1.81e-05,0.00331,0.119,0.317,97.018
1OG8dYwSa6qQfqFq6yHXdW,5,0,4,0.623,0.681,-5.326,0.0336,0.00107,1.62e-05,0.151,0.411,115.788
4eGfldSRct5z9tQZDp5R5Y,8,1,4,0.398,0.512,-7.148,0.0486,0.139,0,0.115,0.0956,133.659
6SAKXCj5jyF6IgPCPbZ5ra,10,1,4,0.736,0.67,-6.702,0.311,0.186,0,0.114,0.845,130.032
6FyRXC8tJUh863JCkyWqtk,1,1,4,0.767,0.709,-4.47,0.336,0.323,0,0.0676,0.72,171.993
3WefHNGtjexZvi66ZEx9u4,1,0,4,0.704,0.56,-6.791,0.179,0.185,0,0.0948,0.609,75.003
3s1ajekHdEht2t8thsmFJT,0,1,4,0.497,0.228,-12.496,0.0329,0.944,0,0.114,0.159,114.715
593ZLxBJwoqT9WkkTTI2HA,0,1,4,0.56,0.663,-10.444,0.0465,0.872,0.475,0.181,0.339,111.989
7fzJ5HGmDM2mnDbPWyTkoi,0,1,4,0.645,0.176,-11.634,0.0918,0.939,0.00108,0.116,0.356,123.416
6ZAzKksLmI7eimH0cQbpzZ,8,1,4,0.518,0.706,-5.148,0.227,0.0109,6.5e-05,0.496,0.418,128.26
1KFN3kB4hc6r7ILpifFsqf,4,0,4,0.792,0.768,-5.074,0.107,0.046,3.39e-06,0.067,0.295,89.917
5zhnwbZWsbfJFNcrdO3LYB,8,0,4,0.867,0.638,-5.448,0.068,0.0203,1.88e-06,0.0695,0.7,104.947
5Oz3TWYhneHj2fo5ttwPu1,4,0,4,0.688,0.747,-3.04,0.0709,0.187,0.000161,0.144,0.62,154.047
5J783SDlyitqvLFAzTm0jU,11,1,4,0.551,0.755,-6.255,0.0678,0.0178,0,0.466,0.296,109.835
1G586ld1gbaECg4Bc6w40O,7,0,4,0.837,0.784,-4.531,0.101,0.175,0,0.0897,0.748,94.036
5RLBZePs33aN2F8uCzcSeo,4,0,4,0.708,0.78,-4.403,0.189,0.204,0,0.17,0.601,169.705
31dIPeytivJSNsEqeyVyfW,7,1,4,0.686,0.925,-3.794,0.0503,0.0347,0,0.336,0.734,92.028
2z6iUhOHQhactZxMr4pWJ2,0,0,4,0.76,0.818,-4.962,0.0683,0.117,0,0.15,0.679,93.995
5RbXffNWSLExpClJ2cTeKH,8,0,4,0.832,0.746,-3.945,0.0348,0.145,0,0.174,0.654,130.028
4MYxRiUC00Vq8XtZA0dcEI,10,1,4,0.744,0.942,-3.118,0.0658,0.0752,0,0.808,0.891,90.985
1rnb3eAf9wqmq8EPuNRnAU,8,0,4,0.763,0.708,-3.771,0.0709,0.0942,0,0.0555,0.919,129.031
6ws1fT6LEmEqDpa2Uvagfr,4,1,4,0.8,0.746,-5.159,0.173,0.275,0,0.0998,0.649,96.04
13OpXMWktqm2gTmyxnSWE6,6,1,4,0.612,0.654,-4.458,0.0367,0.533,0,0.202,0.568,93.065
2Wa8j5DWs4RrRd3hSAEtgB,2,1,4,0.586,0.781,-4.889,0.0508,0.494,0,0.108,0.284,124.051
5VHhDVUjQFTTPx9BwyMluE,1,0,4,0.719,0.923,-4.17,0.0447,0.178,1.08e-06,0.32,0.914,102.03
3OEEl6DmEs3meiUdAFo0hL,9,0,4,0.893,0.73,-3.922,0.236,0.0867,0.00917,0.0865,0.763,102.032
01ECYyqU9hb7UxONK4BiGB,0,0,4,0.525,0.926,-3.063,0.0534,0.114,1.44e-05,0.21,0.823,152.811
4CH66Rxcjcj3VBHwmIBj4T,5,0,4,0.78,0.492,-3.4,0.0671,0.0643,0.0313,0.174,0.374,143.983
7hmAf3bxD3xRGj9pShrLlT,9,1,4,0.874,0.58,-6.164,0.215,0.0021,0,0.11,0.434,85.5
6BoOL0jeZcWvi5mr0gNnYL,4,0,4,0.67,0.563,-7.317,0.0535,0.0722,6.62e-06,0.113,0.568,90.028
5zJJjbFWPqjIdTg8v2tcMb,0,1,4,0.502,0.7,-3.901,0.0275,0.114,0,0.252,0.511,79.687
2clWvmHfxiMS7T0gmOmoX7,3,1,4,0.512,0.857,-4.697,0.0365,0.0628,0,0.259,0.501,83.068
0YshCcsVWIW2TOkhhJzv0w,5,1,4,0.536,0.848,-6.031,0.0353,0.00176,1.62e-06,0.168,0.566,172.075
1ccRdRfCd07iYoqqKZyJXB,0,1,4,0.482,0.647,-4.59,0.0263,0.0413,0,0.12,0.504,80.158
4QkntDKmTwoZRS4IJLXAnU,3,1,4,0.61,0.746,-4.757,0.0285,0.101,3.96e-06,0.107,0.496,110.084
5SFJRXA0zX2xFIZHBXcnI5,1,0,4,0.67,0.868,-5.566,0.0417,0.17,0,0.0826,0.772,97.053
0bPkSc45iwvLZ7sKkUmLKR,6,1,4,0.626,0.898,-4.373,0.137,0.0117,0,0.228,0.649,94.977
5xGVPai9U25LgGk79NuEqe,0,1,4,0.508,0.251,-9.414,0.0276,0.845,1.81e-05,0.105,0.48,89.441
5hA9X4twNR1Z9OFTN8rxfY,2,1,4,0.637,0.938,-3.502,0.0441,0.0567,0,0.607,0.878,112.006
4haj5xs3smcDcGRkdPrKQu,1,0,4,0.765,0.808,-4.414,0.0319,0.00127,1.15e-05,0.0835,0.768,122.038
3P8LJqmPlgIxiV0by4Qspa,6,1,4,0.593,0.91,-3.726,0.0466,0.000304,0.000159,0.142,0.753,140.032
6xuKV9dcuxGzS1xb0Mqn3F,2,1,4,0.631,0.768,-5.236,0.0272,0.0242,3.98e-06,0.202,0.539,102.955
2ipoR2UjOpSh8pvdVzuE7u,0,1,4,0.608,0.824,-4.602,0.0324,0.0135,4.78e-06,0.105,0.723,115.036
4JHOhFMZn4wyrekeqmJYW6,0,0,4,0.633,0.792,-3.368,0.0347,0.0365,1.06e-06,0.0921,0.521,98.969
5VThdIRzjUFPHGx2F6MHBW,8,0,4,0.481,0.75,-4.603,0.0479,0.199,0,0.0912,0.446,84.17
0H7kIs6wm3eKzo3qLowGp9,2,0,4,0.535,0.848,-3.392,0.032,0.0019,1.87e-06,0.21,0.73,78.994
7pkpQnpOGJyzrEXDUQ7hgh,3,1,4,0.4,0.876,-1.822,0.0541,0.00335,0.0153,0.209,0.261,79.35
599ZLyBqd489OhqhDgGLKh,2,1,4,0.56,0.966,-1.018,0.0353,4.73e-05,0.00129,0.179,0.468,130.968
7FmQzK48ps49HioiBE8YgX,4,1,4,0.543,0.872,-3.035,0.0685,0.000201,0.16,0.113,0.363,123.447
0i2qj6IvyogojhQZRoJ80J,2,1,4,0.697,0.531,-7.141,0.0268,0.251,0.000125,0.0954,0.631,99.98
1leK8yhFrHCLXnRvBeQcyy,6,1,4,0.666,0.432,-5.335,0.0375,0.36,0,0.0703,0.592,97.035
31zyf3k0IuRfb0uRYV7wuk,8,0,4,0.631,0.965,-4.163,0.076,0.0539,0.474,0.877,0.492,150.001
7ew2yVscivQRemp0MPPWtS,10,0,4,0.484,0.806,-6.095,0.127,0.0447,4.48e-05,0.333,0.417,145.127
1sIzgIeM2kbssXgOpIAvl8,8,0,4,0.49,0.931,-3.31,0.128,0.00541,0.0131,0.124,0.201,149.869
1Xyd8ymYeMKPVaTUPKBt6H,1,0,4,0.526,0.677,-6.377,0.111,0.175,3.73e-06,0.0703,0.44,90.403
3JleotllRQS4U3mtnU1bcm,1,1,4,0.766,0.839,-5.123,0.041,0.0049,0.0108,0.114,0.113,124.992
30dD3q5wzhfouOnIBaS8A4,0,1,4,0.756,0.843,-4.726,0.0605,0.123,0.0339,0.129,0.21,144.062
1Ez47kYXPPxupklgKwNcHK,8,1,4,0.734,0.648,-4.18,0.0773,0.397,0,0.114,0.489,162.036
0mfh9oc3PL2Ytw395JgBNV,7,0,4,0.614,0.665,-4.657,0.189,0.151,0,0.113,0.344,158.096
6ZH1pMkqGuucsdv9mzGAHF,2,1,4,0.675,0.803,-5.632,0.0429,0.000938,0,0.221,0.56,160.167
1yXFAwSMDZmX2ZyDLLyQ9s,9,0,4,0.81,0.759,-3.029,0.0376,0.111,4.73e-06,0.0919,0.615,104.993
359HNzfOXhCMHB1pNKhyfH,2,0,4,0.576,0.671,-6.408,0.0474,0.0482,0,0.114,0.226,114.839
72DnQlaqdNhz9QJZXfYe6L,6,1,4,0.582,0.383,-8.576,0.195,0.126,0,0.25,0.388,135.535
3WVhkjB7Y4xFruqoCAajBb,6,1,4,0.46,0.809,-5.415,0.326,0.0422,5.04e-05,0.138,0.609,157.184
75wU86jr8iIiBVfD3kU3cU,8,0,4,0.789,0.771,-5.191,0.0581,0.18,0,0.336,0.5,122.966
1YqPDOmooQQIXsRSdbRrwI,0,1,4,0.667,0.536,-6.54,0.0623,0.243,0,0.566,0.693,82.964
7Gq4tfeuWPjr6WQiB7aBXz,1,0,4,0.764,0.473,-6.59,0.0451,0.277,0,0.117,0.53,143.999
2KTdmzSdPipwFYdUdilmi3,11,0,3,0.418,0.574,-4.497,0.0343,0.00107,0,0.114,0.324,175.816
5toSnLJgSEwlnNzq61t63x,5,1,4,0.733,0.508,-7.962,0.461,0.619,0.00452,0.0491,0.867,104.62
6oerQbl5Ha5F6B6PtpKBW2,9,1,4,0.508,0.446,-10.566,0.186,0.92,0.0119,0.115,0.397,175.506
7EaDdnHPWxIiWaKe84t5tt,0,0,4,0.276,0.278,-12.261,0.0318,0.857,0.871,0.08,0.066,119.629
5w4MaPqhmDxhk7B2jygb16,0,1,4,0.876,0.758,-7.493,0.0829,0.0225,0.265,0.0274,0.91,118.014
4Ix5oU7ADDR4YbGdvaIxF5,0,1,4,0.88,0.359,-12.458,0.0666,0.189,0.0631,0.128,0.281,118.006
1R5fxaHIM2eH6CYt6LwCUZ,6,1,4,0.875,0.386,-11.611,0.115,0.102,0.000353,0.1,0.581,107.012
2RVl4qVoT0WDm6WAZ7JbW0,0,1,4,0.865,0.762,-7.444,0.0762,0.0166,0.795,0.0233,0.896,118.005
6ufGxYHEaHNoF3Wvr3xMuj,5,1,3,0.422,0.449,-8.447,0.0302,0.151,0,0.21,0.149,108.103
0ebnCyyHa3n87fNyzG6WCq,7,1,3,0.577,0.285,-8.442,0.0319,0.576,0.0649,0.163,0.0653,112.025
1k8O4TG8DGILahbKhU1Aw5,6,0,4,0.629,0.534,-9.054,0.0267,0.437,3.33e-06,0.328,0.649,124.964
5GDPLIvkLz3FOpn2gCxJgU,4,1,4,0.362,0.658,-5.929,0.0292,0.0995,0.0102,0.0602,0.155,104.21
3CkNL2lWlh2smBJzy53K87,6,1,3,0.654,0.148,-11.963,0.0327,0.929,0.0016,0.0895,0.287,130.738
7upuGE7mWtCwQ6A5Be3nVM,11,1,4,0.571,0.679,-6.207,0.0254,0.0322,0.377,0.15,0.54,109.877
3FqkT58VwwyXeORW3oacf6,1,1,4,0.507,0.556,-5.53,0.0297,0.256,4.56e-05,0.339,0.464,93.951
0q4WM7FgPUcrXpJBdTNtOP,5,1,4,0.572,0.47,-10.356,0.0285,0.683,0.969,0.381,0.251,110.002
37h6h8dwVOPu7ruVS27n9a,4,0,4,0.539,0.547,-7.848,0.0269,0.545,0.00533,0.0737,0.138,99.959
4phjnidbZYNYMCbdQ6HGsT,7,1,4,0.488,0.16,-12.869,0.0305,0.786,0.00926,0.111,0.116,105.945
6zWjgns70YWFAQZBv3vXSP,8,0,4,0.524,0.446,-7.823,0.0275,0.688,0.000745,0.101,0.272,97.856
6ABbLEdhtlEsuRYxT5bfmm,0,1,4,0.48,0.0631,-11.913,0.0413,0.946,0,0.0801,0.159,118.44
2aqDjlV1DPoTLdUYqZscGV,7,1,4,0.376,0.0636,-20.418,0.0373,0.936,1.13e-05,0.116,0.125,146.878
2gnafwNpZw0avXb8kJisJq,2,1,4,0.527,0.312,-10.711,0.0253,0.0709,3.07e-05,0.185,0.0815,106.004
6vJkCaIJ9B8uKBxmiUzvtq,8,1,4,0.579,0.566,-9.893,0.0274,0.173,0.477,0.127,0.372,97.973
4iaGeV4WFvP2ynbqCIyTpS,11,1,4,0.3,0.452,-9.298,0.0305,0.395,0.000818,0.137,0.342,82.988
6TjvjuRXulyWtXs6jgvFi3,2,1,3,0.516,0.0193,-14.564,0.0377,0.943,4.71e-06,0.209,0.165,91.879
5Af7yhfMjBNgjRDDe5QLWe,1,1,4,0.556,0.782,-5.146,0.0483,0.00092,7.84e-06,0.101,0.437,135.125
5V5QkXN5ks3LrTOqsWzFLD,5,1,4,0.553,0.699,-4.938,0.0323,0.0461,0.00728,0.141,0.443,127.107
0Loe7GTqViosgHtGhcb9Cf,0,1,4,0.512,0.806,-4.308,0.0292,0.0011,0.334,0.346,0.681,127.111
3hOZANZ6Idq2LNalURJ1mh,1,0,4,0.399,0.861,-4.253,0.15,0.05,4.74e-05,0.0926,0.42,150.484
5vQSN4iQP6wTfRWvj6DuTH,0,1,4,0.422,0.731,-5.035,0.0321,0.0331,4.61e-06,0.264,0.351,142.229
0Hg7k4fgqHFYPQrB1UKUZu,5,1,4,0.47,0.31,-7.625,0.0302,0.522,1.29e-06,0.106,0.0904,120.176
1DaqXn6maaeoV9K9Ap2R7g,7,1,4,0.443,0.146,-12.677,0.0314,0.955,4.25e-05,0.0968,0.284,102.527
5COtvgd7dOLF2qn1PfZx0n,11,0,4,0.412,0.32,-8.123,0.0286,0.876,0,0.116,0.167,111.158
1ecue3dh6VvebwfqfpTmO1,7,1,4,0.443,0.315,-9.604,0.0266,0.805,0.000134,0.0917,0.213,104.498
5tNDYZAb4NR6DoxbuF3zrz,5,1,4,0.388,0.199,-13.879,0.0284,0.898,0.127,0.125,0.215,79.956
47HqiiGlyi8dzDChv0AgOA,4,1,3,0.371,0.411,-10.183,0.0297,0.906,0.0429,0.134,0.237,169.069
1c0Ax6vH7sYcQG4UznsgQ7,11,0,4,0.554,0.543,-9.39,0.0258,0.413,0.503,0.109,0.547,110.012
5Uy1f4ZsMxqyguydvv5R3P,10,0,4,0.588,0.669,-7.677,0.0247,0.0811,0.415,0.079,0.562,106.997
5zfpWzEFKxCHvpw0vr53jF,11,1,4,0.188,0.0637,-18.989,0.0388,0.973,0.913,0.146,0.0425,73.109
5YVMcqVtrNuy41qRyu55ag,6,1,4,0.586,0.951,-3.022,0.209,0.00461,0,0.0767,0.471,130.009
2ze1pq1OdIIfjDWyQMQloK,1,1,4,0.625,0.696,-5.617,0.0337,0.129,0,0.0839,0.509,115.006
5Ny6HXUK1LMW3opDVnQCvi,4,1,4,0.424,0.527,-6.61,0.0772,0.478,0,0.145,0.485,208.22
2TIlqbIneP0ZY1O0EzYLlc,1,1,4,0.501,0.405,-5.679,0.0319,0.751,0,0.105,0.446,109.891
6UQGNRfns3nW2Nryl4aEGh,9,1,4,0.403,0.474,-5.643,0.0416,0.554,0,0.13,0.261,167.416
2yoz8mJVNg43BEtAN3YDkj,8,1,4,0.516,0.758,-7.096,0.0492,0.0118,0.577,0.24,0.0523,113.894
3IsKpoXOhSQaqxrCsTn3fv,4,0,4,0.554,0.942,-5.447,0.0514,0.00308,6.19e-05,0.0692,0.415,101.982
3xihkEWb4QEeDaatKjr9sU,8,1,3,0.539,0.42,-10.313,0.08,0.22,0.00158,0.0602,0.465,86.758
2Qz0YDWOWaWMBftuI9AgzC,2,1,4,0.754,0.727,-6.923,0.0458,0.077,0.000359,0.125,0.426,104.993
1Uybz2gtnhR0lgs4oGDj2Y,1,1,4,0.509,0.573,-8.58,0.0784,0.145,0.000191,0.121,0.299,149.987
26QVqZltLT8ZlqxdNDc2fA,11,0,4,0.62,0.437,-7.89,0.0865,0.134,0,0.419,0.0398,93.996
2GAxx949FgyDlKSvHzw7us,4,0,4,0.57,0.793,-6.275,0.214,0.00792,0.000521,0.288,0.296,91.095
5QPwVhQBDKzTbaRyXwOg8B,1,0,5,0.668,0.718,-3.762,0.0308,0.0651,1.13e-06,0.1,0.539,140.036
6fss0sU5E2ME19vGCM13D9,0,1,4,0.761,0.741,-5.89,0.0431,0.0177,3.5e-05,0.102,0.599,95.998
3LvXi15OCwv5ohZGU4tjIM,7,0,4,0.716,0.59,-4.483,0.0976,0.0585,4.95e-06,0.0744,0.469,138.95
6rPDfK0H2DK00TRk9EPfU0,1,1,4,0.64,0.466,-9.529,0.0589,0.147,7.73e-05,0.105,0.139,141.966
7A8sqOSKQGAF5fFU89udvc,5,0,4,0.758,0.769,-4.382,0.0425,0.0113,1.43e-05,0.195,0.642,130.035
6aMvzB8PEQcGwV0XXl40WG,5,0,4,0.466,0.797,-6.412,0.292,0.0449,0.0014,0.122,0.438,111.038
6j0mEhb4eoPiynpZqGoZUi,6,1,4,0.705,0.692,-8.046,0.0743,0.00584,0,0.0796,0.534,139.965
7m60tOsgFlWoLTk1Y8zAHJ,2,1,4,0.574,0.478,-8.44,0.0508,0.0694,0.0916,0.11,0.18,139.947
5Z7iuVdMlSH7AH6nFSh0dk,1,1,4,0.691,0.637,-6.855,0.197,0.0604,1.25e-05,0.112,0.393,159.981
3D7dT3cbvFApIN8swgEaab,0,0,4,0.744,0.752,-4.472,0.0449,0.0873,0.000166,0.161,0.65,150.945
0R39oVT0h8jmmLADI7dkdy,6,0,4,0.717,0.595,-7.241,0.0374,0.0217,0,0.159,0.775,139.992
2Wg1ACMIIljUokfcZvuZKl,7,1,4,0.754,0.558,-9.885,0.0638,0.0468,0.000641,0.103,0.358,107.913
4d7dyljzjkPs3tT0xK1KF7,5,1,3,0.204,0.945,-2.853,0.213,0.000238,0.000248,0.081,0.301,179.79
6L0ETPzoDGAOApLvcutny4,11,1,4,0.379,0.503,-9.016,0.0606,0.278,0.0323,0.12,0.362,75.686
3xoVN4HkuPVSnxx6cBZszW,6,1,4,0.821,0.542,-6.842,0.0902,0.426,0.0015,0.176,0.739,99.01
6X22jzmPMOb3hqQz1klqXx,11,0,4,0.713,0.389,-8.73,0.219,0.349,0.00011,0.205,0.514,91.978
48Jb7Os9fZJHzwWaozD5D4,8,1,4,0.82,0.415,-8.163,0.0667,0.65,7.55e-05,0.144,0.571,115.544
40EKHOlMaslpIYktAL1I7b,6,1,4,0.709,0.613,-7.686,0.0478,0.238,0.000325,0.128,0.379,155.665
6rZGmXgK5CHbsJGwjiPFd4,0,0,4,0.81,0.621,-4.773,0.148,0.443,0,0.0816,0.429,103.117
0V69ok9ziCQi9EHlxLiUw0,10,1,4,0.63,0.598,-6.293,0.0273,0.101,0.0058,0.165,0.262,144.013
35ZeOxLV5dmoJbc2LsViav,6,1,4,0.615,0.698,-3.212,0.0485,0.0812,1.17e-06,0.18,0.437,80.024
0qIQsixPj7iOXikRlKHDKo,9,1,3,0.637,0.615,-5.395,0.167,0.685,8.51e-06,0.462,0.517,132.312
2jd9m4KbC0sd3HCITTig9F,2,0,3,0.758,0.702,-4.836,0.109,0.291,0,0.223,0.636,84.011
4wMBHhPp9eHO0xJ1mmAFmb,5,0,4,0.675,0.631,-6.032,0.0554,0.17,0,0.333,0.274,123.927
40b7f9uWyQq8fqo8rBHFvf,6,1,4,0.694,0.504,-6.881,0.131,0.0566,0,0.178,0.605,98.006
1NF2ofwK9thvaxFE0WeJmV,9,0,4,0.658,0.717,-7.755,0.0422,0.154,0.000505,0.0936,0.189,143.99
1CT3TZywrjhQRT0Bs8UuOM,9,0,4,0.935,0.584,-6.311,0.304,0.0675,0,0.146,0.573,119.899
00QjSvfe7k8o8PfpqBNvOa,11,1,4,0.938,0.502,-9.009,0.0796,0.0522,0,0.0974,0.923,133.012
5PAjgBXxXUtk6j6phF6NM0,5,0,4,0.636,0.537,-8.711,0.534,0.168,0,0.0845,0.509,163.966
