id,key,mode,time_signature,danceability,energy,loudness,speechiness,acousticness,instumentalness,liveness,valence,tempo
7GvKDZP30uHX0p8y3Kn6BM,9,0,4,0.661,0.773,-6.809,0.0839,0.00127,5.66e-06,0.117,0.318,106.852
4n02GblHZte3q5AzcLHlIK,7,0,4,0.768,0.686,-7.37,0.095,0.214,8.28e-05,0.155,0.778,79.031
2lRe5wBRm4xaSKTbDn2vLD,2,1,4,0.57,0.65,-8.538,0.326,0.0707,0,0.339,0.174,96.767
4qNijbGeHqlcFWrGrATFOX,2,1,4,0.727,0.518,-7.825,0.396,0.0888,0,0.0893,0.485,88.255
1eMWxSLN7rDSDSrvKSj8gS,6,1,4,0.707,0.615,-7.131,0.254,0.0396,0,0.07,0.646,83.021
5sEKWiSjsWKsmV9IOvYKhD,1,1,4,0.829,0.913,-5.773,0.109,0.0263,0,0.211,0.801,98.026
1xjIDl9Eh5lBMjIRqMnAZL,5,1,4,0.331,0.523,-8.321,0.0375,0.227,0.00114,0.144,0.305,87.782
63J2iqaDDp92P1eZgvuELp,7,1,4,0.553,0.711,-7.714,0.0453,0.063,8.41e-06,0.0759,0.299,99.997
7pEUVoZDoQg4NQwmMcyjhQ,1,0,4,0.592,0.555,-10.499,0.0381,0.662,0.452,0.111,0.142,156.957
5V0nHhlYIjUMfcSoJ5ziRD,2,1,4,0.445,0.773,-7.227,0.0441,0.00539,0.153,0.131,0.313,191.966
4W3LpDT8Z1DrlzOrLUkoo4,0,1,4,0.465,0.267,-14.264,0.0315,0.734,0.678,0.205,0.0757,132.002
3JD5xfa8pgJi0AzdRCRETW,0,1,4,0.468,0.182,-15.562,0.0401,0.837,0.0132,0.0678,0.0382,155.102
0NT1kKtulqe2aA5h9ECmK8,2,1,4,0.503,0.598,-8.273,0.0362,0.128,0.0983,0.106,0.196,162.905
0SwB9nk7EfDUnIGbz7Go9G,2,1,4,0.67,0.567,-9.732,0.0357,0.328,0.015,0.0873,0.434,139.995
2Ol7kKQl9x3yCD1vA3B4xh,6,1,4,0.642,0.52,-10.925,0.0822,0.443,0.00714,0.153,0.32,159.883
18hCeq7QyzfTrcbjOcmg6z,11,0,4,0.391,0.626,-9.286,0.071,0.0855,0.758,0.0667,0.217,160.222
0kCXl1osqLn1lPQGSyB9d8,2,0,4,0.44,0.492,-9.532,0.0359,0.264,0.0114,0.0917,0.0632,99.966
6hPYxl1NM4D1XHjYWnk2Y1,7,0,4,0.517,0.233,-14.427,0.0478,0.875,0.00247,0.0625,0.252,81.267
496cFi1qz79MwI0q6wKh2r,11,1,4,0.388,0.371,-10.096,0.0405,0.386,0.000593,0.121,0.0958,137.693
39r3UkUOYMh9pPQmKSZnuE,2,1,4,0.539,0.431,-10.117,0.0433,0.111,0.00262,0.0535,0.204,119.489
5GjXMhZsT6cdfRB7nurGu2,6,1,4,0.69,0.763,-6.211,0.118,0.53,0.000971,0.151,0.591,105.971
5F13RMbVzqCHUQSo5KL3Ci,8,1,4,0.593,0.391,-7.594,0.0584,0.253,0,0.0895,0.141,74.677
5chgte6PLqxDVWXIUhVwBn,10,0,4,0.71,0.572,-7.187,0.0616,0.364,0,0.129,0.642,140.052
2Q0JkTzFXrU2BbnQT7tzIR,2,1,4,0.769,0.718,-5.504,0.164,0.136,0,0.0746,0.705,89.994
5TBvzAlyJ3CHlq7wMqpLhW,9,1,4,0.701,0.691,-5.937,0.0808,0.07,0,0.844,0.587,131.843
5xpX9WrjPZyFkmaKonnzlT,0,1,4,0.493,0.444,-7.728,0.0854,0.582,0,0.376,0.178,84.877
7pwAOy7WJBeSBPbH9lXvI8,5,1,4,0.646,0.553,-6.993,0.0439,0.0277,0,0.13,0.334,109.943
2mWb172p8SCACG6Peh3Qmt,10,1,4,0.76,0.463,-6.511,0.0599,0.164,0,0.0884,0.184,126.938
397AkOxBC7w8j5J6fVsGk0,9,0,4,0.612,0.638,-6.234,0.121,0.087,0,0.0737,0.816,173.926
2flnYutr2WlFzi6ZpXz8ci,6,0,4,0.54,0.265,-8.803,0.0324,0.848,0,0.0606,0.349,119.689
6LKYeyLt4G4SlZ6OJwFhVS,1,1,4,0.539,0.651,-5.304,0.0432,0.0651,0,0.0662,0.474,105.159
0N8MGHEDAq29ip7RrlrTeN,0,1,4,0.537,0.837,-4.477,0.039,0.19,0,0.348,0.533,90.083
0qGy4kHPXXvEUTmHsGE8Lf,4,0,4,0.584,0.786,-4.319,0.133,0.36,0.0163,0.372,0.272,150.06
2R1SAwD9ghptx1fA9kg1q9,8,1,4,0.662,0.741,-5.256,0.0317,0.0013,0,0.566,0.532,110.032
72POwwDG2h6KEtks8KZtfb,4,0,4,0.617,0.856,-5.222,0.0353,0.00101,0.00645,0.0893,0.103,146.021
1JAI05qVmtpKypuvOvcrJn,10,0,4,0.532,0.616,-7.074,0.0328,0.186,0,0.0928,0.292,101.883
0ZEWFTjl00H5aoTYqh2tkl,11,0,4,0.465,0.801,-5.316,0.0456,0.00791,0,0.399,0.494,154.918
5BuWgeJiPF6I8lB57sTZZm,6,0,4,0.677,0.469,-7.397,0.0382,0.264,1.03e-06,0.139,0.374,89.994
22nebdx3j16qQKRrm0mVe7,11,0,4,0.548,0.687,-6.371,0.15,0.106,0,0.131,0.362,180.017
66QD38Ebpi5D6LTjtQLB7m,5,0,4,0.321,0.965,-5.439,0.23,0.000316,0.68,0.24,0.268,165.46
4XjGkBw3ptQhn875GsDg9F,9,1,4,0.264,0.929,-5.958,0.141,0.000717,0.0422,0.221,0.493,162.992
3fpmIQmkEqws6DnjHCemto,7,1,4,0.467,0.795,-5.452,0.0615,0.0022,0.0317,0.196,0.353,100.879
5by1PJprizBafNeo3SigiZ,4,0,4,0.367,0.92,-4.619,0.0721,1.57e-05,0.127,0.308,0.358,92.055
529a37Mtl2uU0omBI1E2Df,4,0,4,0.336,0.935,-4.965,0.0602,0.00224,0.0487,0.134,0.171,135.477
76JLGXdo2m5TGXgs02bgyR,2,1,4,0.19,0.973,-5.057,0.0898,0.00219,0.209,0.0831,0.214,181.773
4JyTBCHTu8Grvt4YZ8L9cp,0,1,3,0.299,0.756,-6.745,0.0326,0.0571,1.38e-05,0.379,0.335,148.798
6za4zVkctAGGtU9Wu7a7WX,7,1,4,0.383,0.734,-6.638,0.0305,0.0249,2.03e-05,0.125,0.342,137.778
2qDD4yGnif21wEG0USx2oO,2,0,4,0.488,0.839,-6.165,0.0312,0.000184,0.00921,0.155,0.568,95.611
5s7H2WdiY7pnEX3rc8jDOK,9,1,4,0.308,0.92,-7.634,0.0933,1.84e-05,0.000248,0.0583,0.285,101.908
1xRUR651GIJoKbu0dqm0uW,10,1,4,0.474,0.422,-10.476,0.0297,0.198,0.0914,0.145,0.2,152.112
06oDDMlPLK4giF7E2sxvZZ,8,0,4,0.308,0.739,-7.683,0.0606,0.00124,0.0121,0.13,0.587,170.784
6brgE8G5fJ4ufoJvwESbbD,6,1,4,0.346,0.795,-6.09,0.0391,0.000245,0.00011,0.0731,0.12,105.493
6LTgSMcLWecf5PZYvJ53Op,0,1,3,0.266,0.884,-6.337,0.0361,1.7e-05,0.186,0.2,0.853,182.428
5uJuPgBKTw7K7k386zB1VA,0,1,4,0.385,0.905,-6.61,0.0354,0.000902,0.0441,0.0932,0.764,159.934
0Ydct85IVsl3FZrUdiPXHZ,0,0,4,0.313,0.871,-6.427,0.0405,0.00484,0.0116,0.166,0.602,183.065
7vtHyfbb8ohBxWCTxZmGCA,7,1,4,0.506,0.533,-6.063,0.0279,0.621,1.41e-06,0.158,0.175,150.922
5GeHXst1DFStGS8uREd6Aa,7,1,3,0.396,0.289,-10.21,0.035,0.618,0,0.111,0.164,132.453
2ZE35NPKJ9Y1DifySklPmw,7,0,3,0.475,0.826,-6.29,0.0536,0.0218,2.01e-06,0.097,0.532,162.942
7M4rjVT0Or32uZPsKQIoCD,7,0,4,0.611,0.525,-6.693,0.027,0.00816,0,0.199,0.53,107.909
4inPeJu6ratwTXL17LFrHj,9,1,4,0.449,0.858,-6.173,0.0581,0.000626,0,0.0619,0.503,80.48
0BvuFqObUaguGXUu3bzPTV,11,0,4,0.423,0.81,-4.787,0.0533,0.153,1.55e-06,0.218,0.323,116.56
5zwqYAwdWnkGkK4q5gqF13,9,1,4,0.451,0.732,-4.878,0.0375,0.159,0,0.145,0.198,99.686
67j1T93RdeL1ca4mUb7ybE,7,1,4,0.537,0.844,-5.41,0.0457,0.00757,0,0.0871,0.389,113.064
2j8uMrxPeYhSKXM4hMtRrd,7,1,4,0.489,0.827,-5.84,0.044,0.0304,0.000173,0.314,0.792,81.842
4hlCSHbPK0bC6BkxuNHCFd,11,0,4,0.366,0.836,-4.611,0.0381,0.0209,0,0.113,0.406,137.52
37h24q98PNT0Tb7Kjrr9sg,4,0,3,0.515,0.573,-6.116,0.042,0.616,6.37e-05,0.137,0.414,137.79
2olbrtU1G7bCy0eN1vZlqz,0,1,4,0.502,0.899,-5.912,0.0465,0.00856,0,0.102,0.352,131.077
3Mz3KbCZ9fyoLzw4pt5gKt,6,0,4,0.651,0.637,-8.268,0.0275,0.0407,0.00736,0.0822,0.363,119.244
2Zj4JgZebZoRqwVcJRzqun,1,1,4,0.739,0.628,-7.339,0.054,0.00211,0.286,0.0896,0.806,129.997
2kGossI5oCIluA8DojUfvH,10,1,4,0.212,0.381,-9.27,0.0345,0.743,0,0.144,0.107,113.333
2bmbsHoHpViG6h0ZD74PAU,0,0,4,0.43,0.872,-5.397,0.0505,0.000213,8.08e-05,0.11,0.369,179.084
5d6VSSZQ02fGmMnrc1lLUO,9,1,4,0.494,0.983,-3.91,0.0838,0.0509,0.0436,0.0658,0.234,100.131
675ui6I9dYfSoxYywzrScF,7,1,4,0.479,0.32,-7.557,0.0263,0.427,0,0.992,0.216,97.111
4h6Fu6GPAE21wbjmidZXuP,0,1,4,0.326,0.309,-8.4,0.0284,0.681,0,0.855,0.222,84.98
3a96GN34t1EUKzoaBYpmM6,9,0,4,0.282,0.228,-7.924,0.0291,0.621,0,0.888,0.124,95.645
4rWQDpIsBpKoN69hR1xQBZ,2,1,4,0.431,0.431,-9.983,0.0279,0.605,2.12e-06,0.163,0.359,91.994
60mzadANAshY1Bn1OVyqYA,9,1,4,0.472,0.965,-4.291,0.0939,4.2e-05,0.0069,0.323,0.667,152.859
3HECmBsq72XkKkj5bDeG1W,4,0,4,0.448,0.728,-5.559,0.0343,0.00138,0.00623,0.872,0.228,83.971
5dkmKqrAhaRekbs6nLiJfa,6,1,4,0.499,0.356,-9.524,0.0285,0.457,0,0.107,0.0993,125.167
7IG4jWuPh4Oc3hNrFeUYkm,5,1,4,0.261,0.252,-10.731,0.0291,0.634,0,0.0928,0.0701,139.396
2pVtjAsPsNOpe7Q7WqnH88,5,1,4,0.487,0.92,-5.71,0.0734,0.0432,0.00801,0.204,0.373,138.694
2pweTaAm6EFqUGDI5CYoaw,9,0,4,0.594,0.77,-5.775,0.028,0.0974,2.69e-06,0.138,0.685,119.516
5iL86JQ9PyX6XPKRvsuotB,7,1,4,0.556,0.615,-6.689,0.0283,0.0835,0,0.105,0.805,105.995
4d2avCecfC9phvjaUhPgc2,7,1,4,0.521,0.852,-6.521,0.0417,0.00013,0.000421,0.0572,0.436,118.0
0NunKYVfMOBsV0GqBHOG2Z,4,1,4,0.243,0.559,-9.118,0.045,0.21,1.48e-05,0.0856,0.183,98.064
2FlXAxjc3cTFxLt2NQLpFL,7,1,3,0.324,0.637,-5.769,0.0419,0.000405,0.0444,0.141,0.31,116.516
2tJ6GOuddAFPUOuhHAoeaa,5,0,4,0.293,0.392,-9.394,0.0295,0.564,0,0.115,0.456,142.838
00SzIFHBVTpRonBTHnHuok,1,1,4,0.142,0.657,-5.767,0.0423,0.039,0,0.319,0.0377,179.119
7yMQGEw8NsFtGEKPZpq8Q1,2,1,4,0.244,0.915,-6.43,0.0711,5.14e-05,0.308,0.623,0.309,149.951
2D3z17LBMJ2HEHeBFFjTLi,4,0,4,0.747,0.74,-4.325,0.191,0.0165,9.94e-05,0.101,0.552,176.059
0mAbTVcMX3KLOGJTfkhfFy,5,1,4,0.4,0.455,-11.733,0.0392,0.188,1.45e-05,0.109,0.343,124.752
4Xqpt53kWML7eTObGxQ43i,2,0,4,0.735,0.762,-5.547,0.04,0.318,0,0.371,0.7,116.027
6fI3tBVND8zUXZi9rr2Yps,1,1,4,0.657,0.613,-7.308,0.465,0.123,0,0.314,0.485,174.027
7tl4f3AQwC1ZfHSEhMOWdu,5,1,1,0.407,0.105,-10.886,0.0567,0.775,0,0.0904,0.32,146.688
222B3aljXx6fFwKmFjuBED,5,0,4,0.754,0.854,-3.449,0.0608,0.177,0,0.0808,0.8,75.002
5ecQ5IpXRvNgnsAuw40dOq,8,1,4,0.477,0.791,-3.331,0.12,0.0709,0,0.112,0.603,175.869
6XkEw1h2Hq4fGnSm0JuSIs,11,0,4,0.677,0.542,-7.01,0.341,0.0729,0,0.213,0.46,123.751
3xZ9W1VCQYMV7Vq8UV2lAq,9,1,4,0.529,0.646,-4.371,0.0822,0.645,0,0.134,0.405,145.568
1nIfDGW6LmzWwrx1cAX5ts,8,1,4,0.814,0.627,-3.294,0.0499,0.00211,0.00124,0.0607,0.603,100.019
5yFi22xR77stmM6Xshg7IH,2,0,4,0.624,0.669,-5.011,0.0892,0.0214,0,0.103,0.502,99.959
2D3QYCDI7WrbSMbcIRRBdm,9,0,4,0.632,0.862,-4.218,0.0954,0.114,0,0.226,0.783,77.024
3Mvd9KPeMf2YQa1MiQGKmV,6,1,4,0.666,0.432,-5.335,0.0375,0.36,0,0.0703,0.592,97.035
7IOuCLt770D8v0u3SVaDeI,2,1,4,0.847,0.656,-4.976,0.115,0.00451,0.000854,0.143,0.234,114.001
7KfHeaOXXwaUZAYHIRgWIi,9,0,4,0.619,0.565,-5.706,0.0602,0.143,0,0.109,0.336,134.515
1IKzLByg2KGGUlvCDQKVJv,1,1,4,0.652,0.79,-5.122,0.0675,0.179,2.06e-06,0.0595,0.616,145.992
3j6w635W6AKCxt98kZ3RIv,1,0,3,0.445,0.595,-4.477,0.0699,0.351,0,0.115,0.409,131.032
1HiNWMc7vmFVM5mdwrNKnO,8,1,4,0.605,0.748,-5.043,0.0527,0.274,0,0.103,0.219,96.043
6hSBGp2QEP8ogJQqF60UYD,8,1,4,0.727,0.756,-4.507,0.0429,0.335,0,0.214,0.69,104.995
3QKI38J8BZcTTF1HusbUKh,4,0,4,0.456,0.671,-5.159,0.0567,0.144,0,0.121,0.164,163.828
0AHtRtFc0bZvnijTuKhfoX,0,0,4,0.74,0.356,-7.062,0.266,0.772,0,0.0693,0.625,92.017
2La7zH38lJ7MOkPZyMXgn8,4,0,4,0.629,0.742,-4.774,0.115,0.0854,0,0.0966,0.252,108.033
2b7XO47o117TqSfUd4kTQT,0,1,4,0.228,0.342,-8.038,0.0314,0.718,0.0136,0.162,0.0788,115.562
3Rth37LIX8nTYyT1XskmFR,7,0,4,0.693,0.435,-4.177,0.0384,0.535,1.37e-06,0.24,0.488,117.593
7JEUg9KqmpdIE5Nbb9ss66,6,1,4,0.691,0.271,-7.583,0.0335,0.892,0,0.109,0.548,89.99
1QELw50Dl95LusF6uOkDqk,0,1,4,0.459,0.267,-8.948,0.0294,0.807,0,0.119,0.342,63.378
3CsGqy0ajJSqIDBe8fWJWt,3,1,3,0.375,0.477,-7.215,0.0347,0.656,4.21e-05,0.156,0.178,124.316
6QixSlgfhcMRoDDRQYYevd,1,1,4,0.433,0.739,-3.22,0.0748,0.244,0,0.193,0.779,173.258
46zJ3FTTeK48LESza15wbQ,2,1,4,0.477,0.377,-6.054,0.032,0.836,0,0.117,0.453,131.593
6f6jBn29HU6pbvy99NYXF3,2,1,3,0.442,0.567,-5.207,0.0301,0.493,0,0.114,0.439,78.998
4XawN6Nu5twzrJKRR6PV8C,5,1,3,0.442,0.489,-6.157,0.0269,0.555,8.87e-06,0.117,0.326,91.179
76ZATrojG4UsYHhE6ulqNU,8,1,4,0.595,0.521,-4.196,0.0613,0.576,0,0.151,0.499,75.587
0S2qRDoO9KAfA1nJB6UsP0,2,1,4,0.224,0.3,-7.095,0.0334,0.804,0.00102,0.339,0.213,129.544
5cEap0vG6Dc6TJDN77cyF9,11,1,3,0.263,0.163,-11.077,0.0352,0.913,0.00227,0.12,0.203,89.745
6AqCXpbWs2dTMWZqVULpG7,4,0,4,0.536,0.44,-4.235,0.0324,0.43,0,0.12,0.548,86.621
5Q3e16qE1RE5oilN3ukasm,1,1,4,0.611,0.791,-3.558,0.173,0.19,3.02e-06,0.12,0.658,192.07
0Wflmk2qlce7MUaFJKOYu4,3,1,4,0.4,0.876,-1.822,0.0541,0.00335,0.0153,0.209,0.261,79.35
4b5dJnsSUGb5txdsbasJ9P,2,1,4,0.56,0.966,-1.018,0.0353,4.73e-05,0.00129,0.179,0.468,130.968
0y7za5RbdhoJ9SWsXEN3Oy,9,0,4,0.551,0.916,-2.54,0.0424,1.81e-05,0.41,0.334,0.311,116.995
16alIECb5fFTfrjLJ1tFSN,4,1,4,0.543,0.872,-3.035,0.0685,0.000201,0.16,0.113,0.363,123.447
10EAxVTfkhNFmiUd1sy6rt,11,0,4,0.355,0.86,-2.92,0.0586,0.00556,0.000395,0.0927,0.117,98.913
5Tl80CRXHnJEtqQbIftis8,10,1,4,0.321,0.985,-0.857,0.128,3.49e-05,0.398,0.211,0.555,161.318
2agOcK4hOmvE1Fue9ifgZg,7,1,4,0.676,0.814,-2.882,0.0363,1.3e-05,0.0211,0.181,0.43,112.965
4Lf11DWZ7TVXGxJxu59xvA,1,1,4,0.489,0.971,-1.789,0.0567,2.39e-05,0.0021,0.0607,0.543,145.279
0BOoghyiRci1ANsQba1FKS,7,1,4,0.859,0.757,-6.005,0.0736,0.00942,0.0377,0.105,0.563,124.986
2u6dedaqZJeVFvqCTA0Qdm,4,1,4,0.54,0.557,-4.858,0.0515,0.472,0,0.308,0.426,88.954
4c9Nm8cMz2TmiC1hruKL6c,6,0,4,0.546,0.839,-5.365,0.0784,0.00546,0,0.382,0.491,77.009
4djczKSE0Kmrpsw8T9QuvC,7,1,4,0.312,0.499,-6.282,0.0397,0.272,0,0.0901,0.191,148.173
3UAgzJ9m9wXFVqE1w5vJLx,6,1,4,0.29,0.191,-11.851,0.0473,0.963,0,0.102,0.229,143.754
3I8DC6lBij99XC6HNBGr1Q,1,0,4,0.666,0.795,-5.053,0.0664,0.0464,0,0.357,0.752,118.002
2W5WCpIzIQ2kNzBlUMJGZm,2,1,4,0.687,0.792,-5.622,0.228,0.0203,0,0.0717,0.774,154.083
2jgntPbvIMbV6kuzeTOEms,8,1,4,0.398,0.512,-7.148,0.0486,0.139,0,0.115,0.0956,133.659
0xKR3lPqd5iP7X8CRl67Ox,11,0,4,0.44,0.514,-6.874,0.266,0.0994,0,0.0768,0.219,93.168
78nplE9X2ZGvQh3TKgvldE,10,1,4,0.67,0.743,-4.993,0.0393,0.237,0,0.465,0.571,125.944
1hyHgyS1V37c5gYSBmNy6R,9,1,4,0.514,0.266,-13.021,0.0331,0.908,0.0107,0.0838,0.0647,97.007
5YlXTxOhXIIghUUzvEiTGY,3,1,4,0.541,0.811,-3.872,0.0342,0.114,0,0.356,0.263,110.013
34GTE14mHrS6mj4Jf31OME,11,0,4,0.499,0.779,-5.605,0.152,0.0757,0,0.261,0.722,157.337
606YPVeUuvXnxJ19SVI0rg,4,1,4,0.671,0.686,-6.39,0.0867,0.196,0,0.168,0.546,116.189
7ACwi8jq7LFX6ctC1R6fn1,11,0,4,0.325,0.633,-4.593,0.0443,0.0243,0,0.197,0.124,95.895
3L5cSHbf7oBWubuCwJbUGt,2,1,4,0.551,0.836,-5.182,0.0338,0.0249,1.33e-05,0.222,0.911,147.954
728wpR0sdHsE8rrAngOKMS,9,1,4,0.902,0.646,-5.218,0.345,0.157,1.02e-05,0.088,0.416,139.989
6oQ9ydbf6sGTI3JFj8XePl,9,1,4,0.901,0.408,-8.061,0.0814,0.00975,0.116,0.1,0.485,99.999
0xYTyyfV767E2Vn3hz56kL,1,1,3,0.669,0.561,-6.613,0.0318,0.337,0,0.198,0.867,114.405
0laoKkCyhp5HW3wGejhPV5,7,1,3,0.702,0.621,-6.884,0.0296,0.554,0,0.226,0.581,114.532
53Lf0ltiRiOhZ26TihOvUa,5,0,3,0.654,0.638,-4.721,0.0323,0.291,0,0.145,0.696,107.512
6GXavnTndB9hSHmjig0kQw,2,1,3,0.561,0.543,-7.778,0.033,0.881,0,0.0931,0.805,114.342
33MU3TnkqOle5HjXefemdx,6,0,3,0.676,0.556,-7.058,0.0308,0.806,0,0.125,0.851,119.007
1MugagQRhgLRA6bvUwQIlv,9,1,3,0.572,0.392,-7.18,0.0345,0.635,1.29e-06,0.0705,0.721,146.929
3JZs9g9JBaCZfaUVbZatS9,0,1,3,0.625,0.322,-7.328,0.031,0.738,0,0.0884,0.648,147.095
2HW1VCkevb8cVInjxOVekZ,0,1,3,0.678,0.579,-5.651,0.0483,0.789,0,0.531,0.665,114.288
3ZOjI36O2RHzBsVgRphOSq,6,0,3,0.722,0.507,-7.86,0.0303,0.741,0,0.25,0.694,116.892
1tO7CxnjdYue6fzbKgMh2A,5,1,3,0.641,0.338,-8.629,0.0341,0.726,0,0.0926,0.693,73.47
0SEZxj1SmnoUYfXSOdKYHZ,7,1,4,0.548,0.414,-7.011,0.0267,0.768,0,0.211,0.553,72.437
3x7qVM1ZlzE8b2Qns5z1AB,5,1,3,0.755,0.475,-7.558,0.0303,0.708,0,0.121,0.865,115.412
7pT6WSg4PCt4mr5ZFyUfsF,10,0,4,0.656,0.577,-5.566,0.0802,0.698,0,0.296,0.861,173.094
4IhKLu7Vk3j2TLmnFPl6To,8,1,4,0.723,0.504,-5.572,0.0392,0.388,7.4e-05,0.087,0.551,133.975
0DYRjWiFJHvLjxRrywtltC,8,1,4,0.676,0.634,-5.377,0.0385,0.701,1.63e-06,0.223,0.33,86.004
2qxmye6gAegTMjLKEBoR3d,1,0,4,0.652,0.557,-5.714,0.0318,0.74,0,0.124,0.483,150.073
1rMSja8j1k8VRXXztemdLb,11,0,4,0.737,0.562,-6.117,0.0747,0.289,0.000363,0.306,0.532,160.051
60cYr5uuMoxvyuIx45rGEW,11,0,4,0.817,0.578,-7.579,0.0824,0.224,0.00103,0.251,0.851,143.982
211LaT5hzPOKolVtgzwWnq,10,1,3,0.348,0.353,-9.012,0.0334,0.845,0,0.181,0.866,80.558
0IrtQ83z9jylZaLEJK2eoy,4,0,4,0.771,0.518,-7.582,0.0404,0.806,2.48e-05,0.104,0.277,79.997
2W0AJEbIC2vdZTV2nVSAsg,11,0,3,0.416,0.649,-5.271,0.0385,0.655,2.82e-06,0.12,0.474,112.482
0WHi11uzahqpEtPGYCW6oQ,7,1,4,0.514,0.605,-5.363,0.0337,0.774,2.91e-06,0.121,0.409,120.894
3gYK7eEFbp6KzmqYRMyQRm,11,1,3,0.653,0.62,-5.797,0.28,0.634,5.46e-06,0.512,0.584,179.8
5Ys68FZdQFcFw7IgkANVoM,8,1,4,0.772,0.613,-6.185,0.0692,0.281,3.52e-06,0.206,0.862,87.022
3vvTGcClIV5mocdasOIDsb,9,0,4,0.591,0.135,-15.409,0.043,0.667,0.00112,0.108,0.0691,139.956
4jaSjKWtg1AzxUz7maBW0e,9,0,4,0.677,0.788,-11.28,0.0478,0.347,0.975,0.12,0.524,123.955
5MhfaO8I7i5dLaSpvdeO18,7,0,4,0.685,0.659,-10.318,0.0359,0.0233,0.792,0.109,0.171,125.0
79K3DxBYwOhylGpAjVHa78,0,1,4,0.57,0.861,-10.664,0.0378,0.0202,0.876,0.139,0.149,124.0
3VQ2BoGxeLhnsNO9SPE59R,10,0,4,0.55,0.819,-12.052,0.0436,0.0104,0.797,0.0676,0.532,121.989
2Wwlby7f5Ctn7705VE7N6v,0,1,4,0.71,0.843,-10.209,0.0483,0.0353,0.899,0.123,0.414,124.011
5Z98sKn6el6sroHYtQYJcW,4,0,4,0.603,0.882,-9.919,0.042,0.0309,0.898,0.21,0.362,123.005
5cpGH1eAJS4xz5NuG8mGlX,10,0,4,0.776,0.695,-11.186,0.0701,0.00537,0.789,0.0891,0.238,123.0
74AShvdaXhN70hNrA95Pto,0,0,4,0.595,0.682,-11.252,0.0473,0.0234,0.783,0.173,0.0991,124.02
1CoYSKw2gTtSfrK2704AEz,2,1,4,0.835,0.527,-5.48,0.295,0.156,0,0.121,0.292,131.02
1XlIfhAxjArYRtfNSse7OB,9,1,4,0.664,0.637,-4.597,0.417,0.126,0,0.378,0.0393,98.892
5uYV8srt81IkN1jI0qbJvl,5,0,4,0.728,0.534,-6.429,0.132,0.134,9.57e-06,0.263,0.557,105.02
73QkznhYh0HHdzkhXgLn7h,8,1,4,0.872,0.66,-7.052,0.297,0.0124,0,0.109,0.36,138.94
4DyBx5MYoq8RsU33cEAIxT,4,0,4,0.788,0.841,-4.006,0.143,0.122,0.0011,0.166,0.493,190.089
1VAIB64hpLeaoDKzaCLywU,7,1,5,0.595,0.695,-4.634,0.306,0.0101,0,0.157,0.401,139.037
0ZtqPL0UZSIvUymY0kDaev,1,1,4,0.783,0.687,-3.678,0.0659,0.004,3.44e-06,0.175,0.303,102.998
4eIT2gZ0WZyJpgfmoD6saJ,8,1,4,0.938,0.638,-4.696,0.188,0.0171,0,0.111,0.313,97.07
7MzdabRS2Rbd2kZSZS91Wy,1,1,4,0.79,0.636,-5.544,0.265,0.00341,0,0.117,0.436,172.025
5XOVimmLk4SdWfkZ3nOMc5,5,0,4,0.54,0.743,-5.797,0.208,0.156,0,0.242,0.318,89.069
7224Tp60srKUp78CkPfAo9,11,0,4,0.88,0.627,-5.429,0.267,0.181,0,0.102,0.393,151.995
5UCa3yxMlfffuBKpPXpxD8,10,1,4,0.952,0.606,-5.036,0.0798,0.186,1.71e-06,0.326,0.309,100.439
0JWNyP7pKdwGAjGpmEegPm,10,0,4,0.829,0.708,-6.744,0.0928,0.21,0,0.108,0.722,174.993
0aJG6GIsYSQSXJJVhxNnJq,1,1,4,0.781,0.706,-4.446,0.254,0.0699,0,0.0843,0.286,72.547
2qHk6Nz5glNQrjW8Rhd5kv,0,0,5,0.578,0.588,-4.92,0.255,0.415,0,0.114,0.3,79.174
34aHsgRbN3WSRWf64rtYnj,9,0,4,0.682,0.607,-7.596,0.0331,0.0625,0.000472,0.123,0.475,118.048
49ATdDBSasXb6wsHdrB2xQ,5,0,4,0.612,0.742,-4.198,0.0519,0.0176,0.000102,0.101,0.431,122.052
734rk1kHSPkEFZrn6KTrEn,0,1,4,0.256,0.361,-9.677,0.0305,0.728,0.924,0.149,0.0438,153.004
70zkxzNyrAp6EMVDMwp3xf,7,0,4,0.653,0.353,-11.155,0.0292,0.0498,0.794,0.18,0.125,88.158
3Uqbx8ZWZyq2MUgecFKm0n,7,0,4,0.71,0.324,-8.603,0.0533,0.00621,0.904,0.54,0.176,88.24
0C7Xrvvvba0DNxFjiXk3F2,7,1,4,0.546,0.828,-4.299,0.0391,0.125,0.00326,0.308,0.216,92.991
0Z86leWNXDuXwQKzBN40fx,5,1,4,0.687,0.74,-4.829,0.0403,0.00856,4.39e-05,0.259,0.243,111.01
3e9R23BvUPW7gbPfboiDIx,9,0,4,0.647,0.609,-5.02,0.16,0.287,0.000282,0.837,0.291,163.957
4zaK7pzY7D5GkOlkT4i8ru,4,0,4,0.72,0.592,-9.5,0.0925,0.288,0.617,0.365,0.456,137.939
6gJ1T7THE0Pxk5VpTovwJH,7,1,4,0.834,0.922,-3.916,0.159,0.0104,3.15e-06,0.14,0.868,149.977
1iFN9GbSzkj2nRNxz5NxbK,2,1,4,0.853,0.791,-5.105,0.286,0.00366,0,0.354,0.336,140.007
