"","X392","X259.600079544589","X209.013031797331","X156.266354329339","X136.034861917599","X122.317110959539","X100.181495962558","X92.5274496232502","X87.5690602379775","X78.5179817280956","X70.9720707347299","X68.4608151651556","X64.2232921249897","X51.6861527447909","X48.9111068365206","X46.5180353213032","X41.6766506371981","X41.3052259944626","X33.7246381841399","X36.4574698255674","X32.2412662230455","X25.7184438732414","X25.7977318198377","X22.7428265354981","X22.8853819769247"
"1",392,259.600079544589,209.013031797331,156.266354329339,136.034861917599,122.317110959539,100.181495962558,92.5274496232502,87.5690602379775,78.5179817280956,70.9720707347299,68.4608151651556,64.2232921249897,51.6861527447909,48.9111068365206,46.5180353213032,41.6766506371981,41.3052259944626,33.7246381841399,36.4574698255674,32.2412662230455,25.7184438732414,25.7977318198377,22.7428265354981,22.8853819769247
